,Player,Pos.,Team,Total Value,APY,Total Guaranteed,Avg. Guarantee/Year,% Guaranteed,Position,Position Rank
956,Abraham Lucas,RT,Seahawks,5391672,1347918,1101216,275304,20.4,OT,33
957,Kobie Turner,IDL,Rams,5391470,1347868,921068,230267,17.1,IDL,75
958,DeMarvion Overshown,LB,Cowboys,5390022,1347506,920016,230004,17.1,LB,56
959,Josh Uche,EDGE,Patriots,5389336,1347334,2944486,736122,54.6,EDGE,86
960,Dorian Williams,LB,Bills,5382806,1345702,914768,228692,17.0,LB,57
961,Jelani Woods,TE,Colts,5372484,1343121,1087260,271815,20.2,TE,41
962,Wanya Morris,RT,Chiefs,5368352,1342088,904256,226064,16.8,OT,34
963,Andrew DePaola,LS,Vikings,4025000,1341666,1515000,505000,37.6,LS,9
964,Desmond Ridder,QB,Falcons,5362962,1340741,1080336,270084,20.1,QB,43
965,Darnell Washington,TE,Steelers,5353912,1338478,893752,223438,16.7,TE,42
966,Christian Harris,LB,Texans,5348258,1337065,1069640,267410,20.0,LB,58
967,Michael Wilson,WR,Cardinals,5339462,1334866,883244,220811,16.5,WR,97
968,Kristian Fulton,CB,Titans,5330196,1332549,2898786,724697,54.4,CB,78
969,Jordan Battle,S,Bengals,5325016,1331254,872740,218185,16.4,S,60
970,Travis Jones,IDL,Ravens,5306660,1326665,1039388,259847,19.6,IDL,76
971,Brodric Martin,IDL,Lions,5304082,1326021,857512,214378,16.2,IDL,77
972,Tre Tucker,WR,Raiders,5304082,1326021,857512,214378,16.2,WR,98
973,Mekhi Blackmon,CB,Vikings,5304082,1326021,857512,214378,16.2,CB,79
974,Cameron Latu,TE,49ers,5304082,1326021,857512,214378,16.2,TE,43
975,Siaki Ika,IDL,Browns,5304082,1326021,857512,214378,16.2,IDL,77
976,Ricky Stromberg,C,Commanders,5304082,1326021,857512,214378,16.2,IOL,26
977,Jake Moody,K,49ers,5304082,1326021,857512,214378,16.2,K,17
978,Bernhard Raimann,LT,Colts,5301960,1325490,1035972,258993,19.5,OT,34
979,Alex Wright,EDGE,Browns,5293574,1323394,1029872,257468,19.5,EDGE,87
980,A.J. Dillon,RB,Packers,5285830,1321458,2760240,690060,52.2,RB,40
981,Taybor Pepper,LS,49ers,3960000,1320000,1500000,500000,37.9,LS,10
982,J.T. Woods,S,Chargers,5276440,1319110,1017412,254353,19.3,S,61
983,"Willie Gay, Jr.",LB,Chiefs,5271046,1317762,2853081,713270,54.1,LB,59
984,Damiere Byrd,WR,Panthers,1317500,1317500,152500,152500,11.6,WR,251
985,Jonathan Bullard,IDL,Vikings,1317500,1317500,50000,50000,3.8,IDL,194
986,Jerick McKinnon,RB,Chiefs,1317500,1317500,1092500,1092500,82.9,RB,139
987,Chosen Anderson,WR,Dolphins,1317500,1317500,152500,152500,11.6,WR,251
988,A.J. Klein,LB,Bills,1317500,1317500,100000,100000,7.6,LB,192
989,Chris Conley,WR,49ers,1317500,1317500,400000,400000,30.4,WR,251
990,Casey Kreiter,LS,Giants,1317500,1317500,352500,352500,26.8,LS,27
991,Chris Moore,WR,Titans,1317500,1317500,1000000,1000000,75.9,WR,251
992,Blaine Gabbert,QB,Chiefs,1317500,1317500,1092500,1092500,82.9,QB,91
993,J.J. Jansen,LS,Panthers,1317500,1317500,552500,552500,41.9,LS,27
994,C.J. Goodwin,CB,Cowboys,1317500,1317500,452500,452500,34.3,CB,240
995,Jake McQuaide,LS,Lions,1317500,1317500,152500,152500,11.6,LS,27
996,Shaq Lawson,EDGE,Bills,1317500,1317500,452500,452500,34.3,EDGE,200
997,Patrick Scales,LS,Bears,1317500,1317500,1092500,1092500,82.9,LS,27
998,Eric Rowe,S,Panthers,1317500,1317500,852500,852500,64.7,S,174
999,Kendall Lamm,LT,Dolphins,1317500,1317500,200000,200000,15.2,OT,82
1000,David Mayo,LB,Commanders,1317500,1317500,152500,152500,11.6,LB,192
1001,Johnathan Hankins,IDL,Cowboys,1317500,1317500,1092500,1092500,82.9,IDL,194
1002,Justin Bethel,CB,Dolphins,1317500,1317500,75000,75000,5.7,CB,240
1003,Jamison Crowder,WR,Giants,1317500,1317500,27500,27500,2.1,WR,251
1004,Deon Bush,S,Chiefs,1317500,1317500,350000,350000,26.6,S,174
1005,Morgan Cox,LS,Titans,1317500,1317500,1002500,1002500,76.1,LS,27
1006,Thomas Morstead,P,Jets,1317500,1317500,1092500,1092500,82.9,P,32
1007,Sterling Shepard,WR,Giants,1317500,1317500,0,0,0.0,WR,251
1008,Carl Davis,IDL,Patriots,1317500,1317500,250000,250000,19.0,IDL,194
1009,Jonathan Williams,RB,Commanders,1317500,1317500,152500,152500,11.6,RB,139
1010,Germain Ifedi,RT,Falcons,1317500,1317500,152500,152500,11.6,OT,84
1011,Kamu Grugier-Hill,LB,Panthers,1317500,1317500,152500,152500,11.6,LB,192
1012,Michael Burton,FB,Broncos,1317500,1317500,1066250,1066250,80.9,FB,15
1013,Willie Snead,WR,49ers,1317500,1317500,275000,275000,20.9,WR,251
1014,Henry Anderson,IDL,Panthers,1317500,1317500,152500,152500,11.6,IDL,194
1015,Tyler Larsen,C,Commanders,1317500,1317500,152500,152500,11.6,IOL,65
1016,Bobby McCain,S,Giants,1317500,1317500,652500,652500,49.5,S,174
1017,Latavius Murray,RB,Bills,1317500,1317500,802500,802500,60.9,RB,139
1018,Josh Wells,LT,Jaguars,1317500,1317500,150000,150000,11.4,OT,82
1019,John Jenkins,IDL,Raiders,1317500,1317500,200000,200000,15.2,IDL,194
1020,Greg Dulcich,TE,Broncos,5259140,1314785,1004828,251207,19.1,TE,44
1021,Cordale Flott,CB,Giants,5241844,1310461,992248,248062,18.9,CB,80
1022,Jeremy Chinn,S,Panthers,5241474,1310369,2687027,671757,51.3,S,62
1023,Andre Cisco,S,Jaguars,5236498,1309125,1168360,292090,22.3,S,63
1024,DeAngelo Malone,EDGE,Falcons,5229582,1307396,983332,245833,18.8,EDGE,89
1025,Kellen Mond,QB,Browns,5223412,1305853,1158844,289711,22.2,QB,44
1026,Davis Mills,QB,Texans,5222100,1305525,1157892,289473,22.2,QB,45
1027,Jalen Mayfield,LG,Falcons,5208012,1302003,1147644,286911,22.0,IOL,22
1028,Nakobe Dean,LB,Eagles,5204642,1301161,965192,241298,18.5,LB,60
1029,Matt Nelson,LT,Lions,1300000,1300000,150000,150000,11.5,OT,84
1030,James Pierre,CB,Steelers,1300000,1300000,0,0,0.0,CB,242
1031,Duke Shelley,CB,Raiders,1300000,1300000,500000,500000,38.5,CB,242
1032,Joseph Ossai,EDGE,Bengals,5192616,1298154,1136448,284112,21.9,EDGE,90
1033,DeMarvin Leal,IDL,Steelers,5186896,1296724,952288,238072,18.4,IDL,79
1034,Marcus Jones,CB,Patriots,5176952,1294238,945056,236264,18.3,CB,83
1035,Brady Christensen,LG,Panthers,5163282,1290821,1115112,278778,21.6,IOL,23
1036,Malik Willis,QB,Titans,5160100,1290025,932800,233200,18.1,QB,46
1037,Cameron Thomas,EDGE,Cardinals,5144340,1286085,921336,230334,17.9,EDGE,91
1038,Aaron Robinson,CB,Giants,5143292,1285823,1100576,275144,21.4,CB,84
1039,Cedric Ogbuehi,LT,Jets,1285000,1285000,120000,120000,9.3,OT,85
1040,Jalen Tolbert,WR,Cowboys,5135720,1283930,915068,228767,17.8,WR,99
1041,Terrel Bernard,LB,Bills,5132864,1283216,912992,228248,17.8,LB,61
1042,Dylan Parham,LG,Raiders,5131430,1282858,911948,227987,17.8,IOL,24
1043,Rachaad White,RB,Buccaneers,5130000,1282500,910908,227727,17.8,RB,41
1044,Alim McNeill,IDL,Lions,5129182,1282296,1090312,272578,21.3,IDL,80
1045,Sean Rhyan,LT,Packers,5122854,1280714,905712,226428,17.7,OT,35
1046,Max Scharping,RG,Bengals,1280000,1280000,175000,175000,13.7,IOL,66
1047,Kentavius Street,EDGE,Eagles,1280000,1280000,500000,500000,39.1,EDGE,201
1048,Justin Hollins,LB,Packers,1280000,1280000,155000,155000,12.1,LB,194
1049,Milton Williams,IDL,Eagles,5110182,1277546,1076496,269124,21.1,IDL,81
1050,Tyrion Davis-Price,RB,49ers,5108546,1277137,895304,223826,17.5,RB,42
1051,Benjamin St-Juste,CB,Commanders,5100758,1275190,1069640,267410,21.0,CB,85
1052,Matt Corral,QB,Panthers,2094246,1273562,884904,221226,42.3,QB,83
1053,Eddie Goldman,IDL,Falcons,1272500,1272500,1047500,1047500,82.3,IDL,197
1054,Jon Weeks,LS,Texans,1272500,1272500,152500,152500,12.0,LS,30
1055,Jacob Bobenmoyer,LS,Raiders,3815000,1271667,1000000,333333,26.2,LS,11
1056,Osa Odighizuwa,IDL,Cowboys,5086198,1271550,1059048,264762,20.8,IDL,82
1057,Zachary Carter,IDL,Bengals,5079936,1269984,874500,218625,17.2,IDL,83
1058,Ross Matiscik,LS,Jaguars,5070000,1267500,800000,200000,15.8,LS,5
1059,Donald Parham,TE,Chargers,2565000,1267500,400000,200000,15.6,TE,101
1060,Nick Cross,S,Colts,5065636,1266409,864100,216025,17.1,S,64
1061,Paulson Adebo,CB,Saints,5045010,1261250,1029096,257274,20.4,CB,86
1062,Logan Bruss,LT,Rams,5044904,1261226,849020,212255,16.8,OT,36
1063,Danny Gray,WR,49ers,5044904,1261226,849020,212255,16.8,WR,100
1064,Myjai Sanders,EDGE,Cardinals,5044904,1261226,849020,212255,16.8,EDGE,92
1065,David Bell,WR,Browns,5044904,1261226,849020,212255,16.8,WR,100
1066,Brian Robinson Jr.,RB,Commanders,5044904,1261226,849020,212255,16.8,RB,43
1067,Kerby Joseph,S,Lions,5044904,1261226,849020,212255,16.8,S,65
1068,Leo Chenal,LB,Chiefs,5044904,1261226,849020,212255,16.8,LB,62
1069,Channing Tindall,LB,Dolphins,5044904,1261226,849020,212255,16.8,LB,62
1070,Jeremy Ruckert,TE,Jets,5044903,1261226,849020,212255,16.8,TE,45
1071,Nick Westbrook-Ikhine,WR,Titans,1260000,1260000,400000,400000,31.7,WR,255
1072,Josh Palmer,WR,Chargers,5032056,1258014,1019676,254919,20.3,WR,102
1073,Matt Barkley,QB,Bills,1250200,1250200,235200,235200,18.8,QB,92
1074,Equanimeous St. Brown,WR,Bears,1250000,1250000,170000,170000,13.6,WR,256
1075,Malcolm Koonce,EDGE,Raiders,4997960,1249490,994880,248720,19.9,EDGE,95
1076,Nick Moore,LS,Ravens,2495000,1247500,1440000,720000,57.7,LS,23
1077,Divine Deablo,LB,Raiders,4980836,1245209,982424,245606,19.7,LB,68
1078,Hunter Long,TE,Rams,4968696,1242174,973596,243399,19.6,TE,46
1079,Blake Gillikin,P,Saints,1240000,1240000,600000,600000,48.4,P,33
1080,Logan Wilson,LB,Bengals,4945592,1236398,1156792,289198,23.4,LB,69
1081,Dyami Brown,WR,Commanders,4943998,1236000,955636,238909,19.3,WR,105
1082,Antonio Gibson,RB,Commanders,4932638,1233160,1147372,286843,23.3,RB,45
1083,Julian Okwara,EDGE,Lions,4931340,1232835,1146428,286607,23.2,EDGE,96
1084,Takkarist McKinley,EDGE,Cowboys,1232500,1232500,152500,152500,12.4,EDGE,203
1085,Armon Watts,IDL,Steelers,1232500,1232500,152500,152500,12.4,IDL,201
1086,Rashad Fenton,CB,Cardinals,1232500,1232500,76250,76250,6.2,CB,248
1087,Ike Boettger,RG,Bills,1232500,1232500,50000,50000,4.1,IOL,67
1088,Scott Miller,WR,Falcons,1232500,1232500,152500,152500,12.4,WR,261
1089,Josh Woods,LB,Cardinals,1232500,1232500,777500,777500,63.1,LB,198
1090,Nathan Peterman,QB,Bears,1232500,1232500,152500,152500,12.4,QB,94
1091,Trevon Wesco,TE,Titans,1232500,1232500,352500,352500,28.6,TE,120
1092,Michael Badgley,K,Lions,1232500,1232500,350000,350000,28.4,K,41
1093,Elijah Wilkinson,RT,Cardinals,1232500,1232500,1092500,1092500,88.6,OT,85
1094,Ryan Neal,S,Buccaneers,1232500,1232500,1092500,1092500,88.6,S,176
1095,Kris Boyd,CB,Cardinals,1232500,1232500,427500,427500,34.7,CB,248
1096,Richie James,WR,Chiefs,1232500,1232500,552500,552500,44.8,WR,261
1097,Drew Sample,TE,Bengals,1232500,1232500,52500,52500,4.3,TE,120
1098,Anthony Walker Jr.,LB,Browns,1232500,1232500,652500,652500,52.9,LB,198
1099,Taylor Stallworth,IDL,Texans,1232500,1232500,352500,352500,28.6,IDL,201
1100,Jalen Guyton,WR,Chargers,1232500,1232500,76000,76000,6.2,WR,261
1101,Dante Pettis,WR,Bears,1232500,1232500,152500,152500,12.4,WR,261
1102,Olamide Zaccheaus,WR,Eagles,1232500,1232500,650000,650000,52.7,WR,261
1103,Cornell Armstrong,CB,Falcons,1232500,1232500,152500,152500,12.4,CB,248
1104,Maurice Hurst,IDL,Browns,1232500,1232500,0,0,0.0,IDL,201
1105,Jake Bailey,P,Dolphins,1232500,1232500,1092500,1092500,88.6,P,34
1106,Tae Davis,LB,Falcons,1232500,1232500,101500,101500,8.2,LB,198
1107,Myles Gaskin,RB,Dolphins,1232500,1232500,0,0,0.0,RB,143
1108,Tony Brown,CB,Colts,1232500,1232500,500000,500000,40.6,CB,248
1109,Trayveon Williams,RB,Bengals,1232500,1232500,52500,52500,4.3,RB,143
1110,Kyle Allen,QB,Bills,1232500,1232500,350000,350000,28.4,QB,94
1111,Deadrin Senat,IDL,Buccaneers,1232500,1232500,652500,652500,52.9,IDL,201
1112,Troy Reeder,LB,Vikings,1232500,1232500,100000,100000,8.1,LB,198
1113,David Blough,QB,Cardinals,1232500,1232500,76250,76250,6.2,QB,94
1114,L.J. Collier,IDL,Cardinals,1232500,1232500,76250,76250,6.2,IDL,201
1115,Isaiah McKenzie,WR,Colts,1232500,1232500,402500,402500,32.7,WR,261
1116,Cam Sims,WR,Raiders,1232500,1232500,301250,301250,24.4,WR,261
1117,Jaquan Johnson,S,Raiders,1232500,1232500,431500,431500,35.0,S,176
1118,Ronald Jones II,RB,Cowboys,1232500,1232500,302500,302500,24.5,RB,143
1119,Chuma Edoga,RT,Cowboys,1232500,1232500,152500,152500,12.4,OT,85
1120,Matthew Adams,LB,Browns,1232500,1232500,300000,300000,24.3,LB,198
1121,Michael Deiter,C,Texans,1232500,1232500,125000,125000,10.1,IOL,66
1122,Chase Edmonds,RB,Buccaneers,1232500,1232500,152500,152500,12.4,RB,143
1123,Malik Reed,EDGE,Dolphins,1232500,1232500,750000,750000,60.9,EDGE,203
1124,Chandon Sullivan,CB,Steelers,1232500,1232500,152500,152500,12.4,CB,248
1125,Jordan Willis,EDGE,Raiders,1232500,1232500,76250,76250,6.2,EDGE,203
1126,Trent Sieg,LS,Cowboys,1232500,1232500,402500,402500,32.7,LS,31
1127,O.J. Howard,TE,Raiders,1232500,1232500,451250,451250,36.6,TE,120
1128,Eric Wilson,LB,Packers,1232500,1232500,152500,152500,12.4,LB,198
1129,Lonnie Johnson Jr.,CB,Saints,1232500,1232500,0,0,0.0,CB,248
1130,D'Ernest Johnson,RB,Jaguars,1232500,1232500,250000,250000,20.3,RB,143
1131,Trysten Hill,IDL,Browns,1232500,1232500,300000,300000,24.3,IDL,201
1132,Dylan Cole,LB,Bears,1232500,1232500,100000,100000,8.1,LB,198
1133,Tevaughn Campbell,CB,Jaguars,1232500,1232500,100000,100000,8.1,CB,248
1134,Derrick Nnadi,IDL,Chiefs,1232500,1232500,1092500,1092500,88.6,IDL,201
1135,Brandon Powell,WR,Vikings,1232500,1232500,275000,275000,22.3,WR,261
1136,Isaac Yiadom,CB,Saints,1232500,1232500,0,0,0.0,CB,248
1137,Amani Oruwariye,CB,Giants,1232500,1232500,52500,52500,4.3,CB,248
1138,Pat O'Connor,IDL,Buccaneers,1232500,1232500,450000,450000,36.5,IDL,201
1139,Jordan Kunaszyk,LB,Browns,1232500,1232500,500000,500000,40.6,LB,198
1140,Trent Taylor,WR,Bengals,1232500,1232500,52500,52500,4.3,WR,261
1141,Trayvon Mullen,CB,Ravens,1232500,1232500,1092500,1092500,88.6,CB,248
1142,Keelan Cole,WR,Raiders,1232500,1232500,76250,76250,6.2,WR,261
1143,Tommy Tremble,TE,Panthers,4926434,1231609,942860,235715,19.1,TE,47
1144,Tim Boyle,QB,Jets,1230000,1230000,75000,75000,6.1,QB,96
1145,Ashtyn Davis,S,Jets,4917388,1229347,1136280,284070,23.1,S,66
1146,Chauncey Golston,EDGE,Cowboys,4916586,1229147,935700,233925,19.0,EDGE,97
1147,Damien Lewis,LG,Seahawks,4902146,1225537,1125196,281299,23.0,IOL,25
1148,Matt Orzech,LS,Packers,3375000,1225000,300000,300000,8.9,LS,14
1149,Amari Rodgers,WR,Texans,4899902,1224976,923564,230891,18.8,WR,106
1150,Kendrick Green,C,Steelers,4875764,1218941,906008,226502,18.6,IOL,28
1151,Brandon Jones,S,Dolphins,4873102,1218276,1104072,276018,22.7,S,67
1152,Trey Sermon,RB,Eagles,4872934,1218234,903952,225988,18.6,RB,46
1153,Nico Collins,WR,Texans,4871516,1217879,902920,225730,18.5,WR,107
1154,Patrick Jones II,EDGE,Vikings,4870096,1217524,901888,225472,18.5,EDGE,98
1155,Phillip Dorsett,WR,Raiders,1217500,1217500,0,0,0.0,WR,267
1156,Anthony Schwartz,WR,Browns,4863026,1215757,896744,224186,18.4,WR,108
1157,Le'Raven Clark,RT,Steelers,1215000,1215000,50000,50000,4.1,OT,87
1158,James Ferentz,LG,Patriots,1215000,1215000,200000,200000,16.5,IOL,71
1159,Jalen Davis,CB,Bengals,2430000,1215000,150000,75000,6.2,CB,208
1160,Justin Madubuike,IDL,Ravens,4853310,1213328,1089680,272420,22.5,IDL,86
1161,Luke Rhodes,LS,Colts,4850000,1212500,1250000,312500,25.8,LS,6
1162,Monty Rice,LB,Titans,4848858,1212215,886440,221610,18.3,LB,70
1163,Kendall Sheffield,CB,Texans,1210000,1210000,50000,50000,4.1,CB,254
1164,Josh Jones,LT,Cardinals,4839336,1209834,1079516,269879,22.3,OT,37
1165,Johnny Mundt,TE,Vikings,2415000,1207500,200000,100000,8.3,TE,103
1166,Spencer Brown,RT,Bills,4808121,1202030,876144,219036,18.2,OT,37
1167,Jeff Smith,WR,Giants,1200000,1200000,0,0,0.0,WR,268
1168,KhaDarel Hodge,WR,Falcons,1200000,1200000,0,0,0.0,WR,268
1169,Ben Cleveland,RG,Ravens,4787185,1196796,865840,216460,18.1,IOL,27
1170,Zack Baun,LB,Saints,4787121,1196780,1059048,264762,22.1,LB,71
1171,Elijah Molden,CB,Titans,4785850,1196463,840616,210154,17.6,CB,89
1172,Zach Wood,LS,Saints,4780000,1195000,1300000,325000,27.2,LS,7
1173,Robert Hainsey,RT,Buccaneers,4767925,1191981,855544,213886,17.9,OT,38
1174,Jonah Jackson,LG,Lions,4748806,1187202,1048564,262141,22.1,IOL,26
1175,Cameron Lewis,CB,Bills,1185000,1185000,350000,350000,29.5,CB,255
1176,Ronnie Perkins,EDGE,Patriots,4737991,1184498,840616,210154,17.7,EDGE,99
1177,Tre' McKitty,TE,Chargers,4723233,1180808,840616,210154,17.8,TE,48
1178,Jarrad Davis,LB,Giants,1180000,1180000,0,0,0.0,LB,203
1179,Will Clapp,C,Chargers,1180000,1180000,100000,100000,8.5,IOL,67
1180,Quinn Meinerz,RG,Broncos,4716455,1179114,840616,210154,17.8,IOL,29
1181,Ke'Shawn Vaughn,RB,Buccaneers,4708440,1177110,1018908,254727,21.6,RB,47
1182,Michael Ojemudia,CB,Bears,4703879,1175970,1015560,253890,21.6,CB,90
1183,Nahshon Wright,CB,Cowboys,4700900,1175225,840616,210154,17.9,CB,91
1184,Ifeatu Melifonwu,CB,Lions,4690233,1172558,840616,210154,17.9,CB,92
1185,Zach Triner,LS,Buccaneers,2345000,1172500,825000,412500,35.2,LS,24
1186,Ambry Thomas,CB,49ers,4688233,1172058,840616,210154,17.9,CB,93
1187,Matt Hennessy,C,Falcons,4686377,1171594,1009580,252395,21.5,IOL,30
1188,Ernest Jones,LB,Rams,4685354,1171339,840616,210154,17.9,LB,72
1189,Nick Saldiveri,LT,Saints,4682280,1170570,842280,210570,18.0,OT,39
1190,Brandon Stephens,CB,Ravens,4681733,1170433,840616,210154,18.0,CB,94
1191,Greg Mancz,C,Bills,1169500,1169500,4500,4500,0.4,IOL,68
1192,Baron Browning,EDGE,Broncos,4675775,1168944,840616,210154,18.0,EDGE,100
1193,Jakorian Bennett,CB,Raiders,4663588,1165897,823588,205897,17.7,CB,95
1194,Kelee Ringo,CB,Eagles,4660928,1165232,820928,205232,17.6,CB,96
1195,Will Parks,S,Jets,1165000,1165000,0,0,0.0,S,178
1196,Michael Thomas,S,Bengals,1165000,1165000,0,0,0.0,S,178
1197,Danny Shelton,IDL,Chiefs,1165000,1165000,0,0,0.0,IDL,207
1198,Brent Urban,IDL,Ravens,1165000,1165000,0,0,0.0,IDL,207
1199,T.Y. McGill,IDL,49ers,1165000,1165000,400000,400000,34.3,IDL,207
1200,Blake Bell,TE,Chiefs,1165000,1165000,0,0,0.0,TE,122
1201,Jonotthan Harrison,C,Falcons,1165000,1165000,0,0,0.0,IOL,69
1202,Neville Hewitt,LB,Texans,1165000,1165000,0,0,0.0,LB,204
1203,Eric Tomlinson,TE,Texans,1165000,1165000,0,0,0.0,TE,122
1204,Daryl Worley,CB,Ravens,1165000,1165000,0,0,0.0,CB,256
1205,Blake Freeland,LT,Colts,4655888,1163972,815888,203972,17.5,OT,40
1206,Joshua Miles,RT,Falcons,1162500,1162500,352500,352500,30.3,OT,88
1207,Johnathan Abram,S,Saints,1162500,1162500,0,0,0.0,S,180
1208,Jake Andrews,C,Patriots,4648344,1162086,808344,202086,17.4,IOL,31
1209,Anthony Bradford,RG,Seahawks,4643988,1160997,803988,200997,17.3,IOL,30
1210,Dylan Horton,EDGE,Texans,4641044,1160261,801044,200261,17.3,EDGE,101
1211,Joe Bachie,LB,Bengals,1160000,1160000,75000,75000,6.5,LB,205
1212,Adetomiwa Adebawore,EDGE,Colts,4636912,1159228,796912,199228,17.2,EDGE,102
1213,Dawand Jones,RT,Browns,4632336,1158084,792336,198084,17.1,OT,39
1214,Chad Ryland,K,Patriots,4626748,1156687,786748,196687,17.0,K,19
1215,Kevin Strong,IDL,Cardinals,1156250,1156250,76250,76250,6.6,IDL,209
1216,Nicholas Morrow,LB,Eagles,1155000,1155000,0,0,0.0,LB,206
1217,Marcus Kemp,WR,Commanders,1155000,1155000,50000,50000,4.3,WR,270
1218,Brett Toth,LT,Eagles,1155000,1155000,0,0,0.0,OT,86
1219,Clark Phillips III,CB,Falcons,4613532,1153383,773532,193383,16.8,CB,97
1220,Chandler Zavala,RG,Panthers,4611736,1152934,771736,192934,16.7,IOL,31
1221,Roschon Johnson,RB,Bears,4608688,1152172,768688,192172,16.7,RB,48
1222,Colby Wooden,IDL,Packers,4607928,1151982,767928,191982,16.7,IDL,87
1223,Neville Gallimore,IDL,Cowboys,4606022,1151506,963956,240989,20.9,IDL,88
1224,Sidy Sow,RG,Patriots,4604116,1151029,764116,191029,16.6,IOL,32
1225,Braeden Daniels,LT,Commanders,4594452,1148613,754452,188613,16.4,OT,41
1226,Chamarri Conner,S,Chiefs,4591364,1147841,751364,187841,16.4,S,68
1227,Carter Warren,LT,Jets,4584320,1146080,744320,186080,16.2,OT,42
1228,Netane Muti,RG,Raiders,1145000,1145000,62500,62500,5.5,IOL,68
1229,Ventrell Miller,LB,Jaguars,4576936,1144234,736936,184234,16.1,LB,73
1230,Lloyd Cushenberry,C,Broncos,4576840,1144210,946176,236544,20.7,IOL,32
1231,Jon Gaines,LG,Cardinals,4572240,1143060,732240,183060,16.0,IOL,27
1232,Cameron Young,IDL,Seahawks,4567508,1141877,727508,181877,15.9,IDL,89
1233,Tavius Robinson,EDGE,Ravens,4560564,1140141,720564,180141,15.8,EDGE,103
1234,Corey Ballentine,CB,Packers,1140000,1140000,60000,60000,5.3,CB,257
1235,Derius Davis,WR,Chargers,4551928,1137982,711928,177982,15.6,WR,110
1236,Isaiah McGuire,EDGE,Browns,4551928,1137982,711928,177982,15.6,EDGE,104
1237,Jake Haener,QB,Saints,4544812,1136203,704812,176203,15.5,QB,49
1238,Marquez Callaway,WR,Broncos,1135000,1135000,302500,302500,26.7,WR,271
1239,Julian Blackmon,S,Colts,4539838,1134960,926436,231609,20.4,S,69
1240,Stetson Bennett,QB,Rams,4539132,1134783,699132,174783,15.4,QB,50
1241,Viliami Fehoko,EDGE,Cowboys,4530756,1132689,690756,172689,15.2,EDGE,105
1242,Tyler Lacy,IDL,Jaguars,4527120,1131780,687120,171780,15.2,IDL,90
1243,Tarell Basham,EDGE,Bengals,1131000,1131000,0,0,0.0,EDGE,205
1244,Cade Otton,TE,Buccaneers,4523940,1130985,833940,208485,18.4,TE,49
1245,Zack Moss,RB,Colts,4522081,1130520,914420,228605,20.2,RB,49
1246,Tarvarius Moore,S,Packers,1130000,1130000,50000,50000,4.4,S,181
1247,Sidney Jones,CB,Bengals,1130000,1130000,0,0,0.0,CB,258
1248,Matt Pryor,LT,49ers,1130000,1130000,0,0,0.0,OT,87
1249,Chase McLaughlin,K,Buccaneers,1130000,1130000,100000,100000,8.8,K,42
1250,Austin Schlottmann,LG,Vikings,1130000,1130000,0,0,0.0,IOL,72
1251,Charlie Jones,WR,Bengals,4518776,1129694,678776,169694,15.0,WR,111
1252,Nick Herbig,LB,Steelers,4512924,1128231,672924,168231,14.9,LB,74
1253,Anfernee Jennings,EDGE,Patriots,4503929,1125982,903180,225795,20.1,EDGE,106
1254,Tyler Scott,WR,Bears,4503448,1125862,663448,165862,14.7,WR,112
1255,Dameon Pierce,RB,Texans,4500432,1125108,815432,203858,18.1,RB,51
1256,Jordan Elliott,IDL,Browns,4493751,1123438,897036,224259,20.0,IDL,92
1257,Jay Ward,S,Vikings,4493544,1123386,653544,163386,14.5,S,70
1258,Stanley Morgan,WR,Bengals,2245000,1122500,100000,50000,4.5,WR,217
1259,Cameron Dantzler,CB,Commanders,4485157,1121289,895000,223750,20.0,CB,98
1260,Jesper Horsted,TE,Raiders,1120000,1120000,30000,30000,2.7,TE,124
1261,Jonathan Greenard,EDGE,Texans,4475554,1118889,893980,223495,20.0,EDGE,107
1262,Perrion Winfrey,IDL,Browns,4472800,1118200,812800,203200,18.2,IDL,93
1263,Coby Bryant,CB,Seahawks,4467808,1116952,807808,201952,18.1,CB,99
1264,Devin Duvernay,WR,Ravens,4455706,1116927,887964,221991,19.9,WR,114
1265,Devin Asiasi,TE,Bengals,4466270,1116568,892960,223240,20.0,TE,51
1266,Daniel Faalele,RT,Ravens,4460340,1115085,800340,200085,17.9,OT,40
1267,Max Mitchell,RT,Jets,4456028,1114007,796028,199007,17.9,OT,41
1268,Daniel Bellinger,TE,Giants,4453112,1113278,793112,198278,17.8,TE,52
1269,Chandler Brewer,LG,Jaguars,1112500,1112500,150000,150000,13.5,IOL,73
1270,Percy Butler,S,Commanders,4449020,1112255,789020,197255,17.7,S,71
1271,Dane Belton,S,Giants,4444492,1111123,784492,196123,17.7,S,72
1272,Del'Shawn Phillips,LB,Ravens,1110000,1110000,100000,100000,9.0,LB,207
1273,Damarri Mathis,CB,Broncos,4438960,1109740,778960,194740,17.5,CB,100
1274,Eyioma Uwazurike,IDL,Broncos,4425872,1106468,765872,191468,17.3,IDL,94
1275,Micheal Clemons,EDGE,Jets,4424096,1106024,764096,191024,17.3,EDGE,108
1276,Akayleb Evans,CB,Vikings,4421076,1105269,761076,190269,17.2,CB,101
1277,Jalyn Armour-Davis,CB,Ravens,4420324,1105081,760324,190081,17.2,CB,102
1278,Troy Apke,S,Commanders,1105000,1105000,25000,25000,2.3,S,182
1279,Kyle Fuller,LG,Broncos,1105000,1105000,0,0,0.0,IOL,74
