,SurveyYear,level_2,Val,type
574,2006,TotalExpensesMensTeamandWomensTeam,67216.0,TotalExpensesMensTeamandWomensTeam0.1
575,2006,TotalExpensesMensTeamandMenCoedTeam,34526.0,TotalExpensesMensTeamandMenCoedTeam0.1
576,2006,TotalExpensesWomensTeamandWomenCoedTeam,28164.100000000002,TotalExpensesWomensTeamandWomenCoedTeam0.1
577,2006,TotalExpensesMensTeamWomensTeamandCoedTeam,67216.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.1
578,2006,UNITID,149778.75,UNITID0.25
579,2006,ClassificationName,4.0,ClassificationName0.25
580,2006,SanctionCode,1.0,SanctionCode0.25
581,2006,MaleUndergraduates,517.0,MaleUndergraduates0.25
582,2006,FemaleUndergraduates,679.0,FemaleUndergraduates0.25
583,2006,TotalUndergraduates,1240.0,TotalUndergraduates0.25
584,2006,SportCode,2.0,SportCode0.25
585,2006,ParticipantsMensTeam,13.0,ParticipantsMensTeam0.25
586,2006,ParticipantsWomensTeam,12.0,ParticipantsWomensTeam0.25
587,2006,TotalParticipantsMensTeamMenCoedTeam,13.0,TotalParticipantsMensTeamMenCoedTeam0.25
588,2006,TotalParticipantsWomensTeamWomenCoedTeam,12.0,TotalParticipantsWomensTeamWomenCoedTeam0.25
589,2006,OperatingExpensesperParticipantMensTeam,1446.75,OperatingExpensesperParticipantMensTeam0.25
590,2006,OperatingExpensesperTeamMensTeam,22824.0,OperatingExpensesperTeamMensTeam0.25
591,2006,OperatingExpensesperParticipantWomensTeam,1526.75,OperatingExpensesperParticipantWomensTeam0.25
592,2006,OperatingExpensesperTeamWomensTeam,20355.0,OperatingExpensesperTeamWomensTeam0.25
593,2006,TotalOperatingExpensesMensTeamandWomensTeam,44910.25,TotalOperatingExpensesMensTeamandWomensTeam0.25
594,2006,RevenuesMensTeam,69659.5,RevenuesMensTeam0.25
595,2006,RevenuesWomensTeam,60053.0,RevenuesWomensTeam0.25
596,2006,TotalRevenuesForMensTeamandWomensTeam,128805.5,TotalRevenuesForMensTeamandWomensTeam0.25
597,2006,TotalRevenuesMensTeamandMenCoedTeam,67882.75,TotalRevenuesMensTeamandMenCoedTeam0.25
598,2006,TotalRevenuesWomensTeamandWomenCoedTeam,53869.5,TotalRevenuesWomensTeamandWomenCoedTeam0.25
599,2006,TotalRevenuesMensTeamWomensTeamandCoedTeam,128607.25,TotalRevenuesMensTeamWomensTeamandCoedTeam0.25
600,2006,ExpensesMensTeam,76298.5,ExpensesMensTeam0.25
601,2006,ExpensesWomensTeam,70123.75,ExpensesWomensTeam0.25
602,2006,TotalExpensesMensTeamandWomensTeam,140278.75,TotalExpensesMensTeamandWomensTeam0.25
603,2006,TotalExpensesMensTeamandMenCoedTeam,74611.0,TotalExpensesMensTeamandMenCoedTeam0.25
604,2006,TotalExpensesWomensTeamandWomenCoedTeam,64947.75,TotalExpensesWomensTeamandWomenCoedTeam0.25
605,2006,TotalExpensesMensTeamWomensTeamandCoedTeam,140278.75,TotalExpensesMensTeamWomensTeamandCoedTeam0.25
606,2006,UNITID,178709.0,UNITID0.5
607,2006,ClassificationName,7.0,ClassificationName0.5
608,2006,SanctionCode,1.0,SanctionCode0.5
609,2006,MaleUndergraduates,963.0,MaleUndergraduates0.5
610,2006,FemaleUndergraduates,1312.0,FemaleUndergraduates0.5
611,2006,TotalUndergraduates,2297.0,TotalUndergraduates0.5
612,2006,SportCode,2.0,SportCode0.5
613,2006,ParticipantsMensTeam,15.0,ParticipantsMensTeam0.5
614,2006,ParticipantsWomensTeam,14.0,ParticipantsWomensTeam0.5
615,2006,TotalParticipantsMensTeamMenCoedTeam,15.0,TotalParticipantsMensTeamMenCoedTeam0.5
616,2006,TotalParticipantsWomensTeamWomenCoedTeam,14.0,TotalParticipantsWomensTeamWomenCoedTeam0.5
617,2006,OperatingExpensesperParticipantMensTeam,2396.0,OperatingExpensesperParticipantMensTeam0.5
618,2006,OperatingExpensesperTeamMensTeam,38289.0,OperatingExpensesperTeamMensTeam0.5
619,2006,OperatingExpensesperParticipantWomensTeam,2449.0,OperatingExpensesperParticipantWomensTeam0.5
620,2006,OperatingExpensesperTeamWomensTeam,33501.5,OperatingExpensesperTeamWomensTeam0.5
621,2006,TotalOperatingExpensesMensTeamandWomensTeam,72852.0,TotalOperatingExpensesMensTeamandWomensTeam0.5
622,2006,RevenuesMensTeam,150636.5,RevenuesMensTeam0.5
623,2006,RevenuesWomensTeam,123296.5,RevenuesWomensTeam0.5
624,2006,TotalRevenuesForMensTeamandWomensTeam,273175.0,TotalRevenuesForMensTeamandWomensTeam0.5
625,2006,TotalRevenuesMensTeamandMenCoedTeam,149242.0,TotalRevenuesMensTeamandMenCoedTeam0.5
626,2006,TotalRevenuesWomensTeamandWomenCoedTeam,116838.5,TotalRevenuesWomensTeamandWomenCoedTeam0.5
627,2006,TotalRevenuesMensTeamWomensTeamandCoedTeam,273048.5,TotalRevenuesMensTeamWomensTeamandCoedTeam0.5
628,2006,ExpensesMensTeam,158321.5,ExpensesMensTeam0.5
629,2006,ExpensesWomensTeam,140309.5,ExpensesWomensTeam0.5
630,2006,TotalExpensesMensTeamandWomensTeam,283773.0,TotalExpensesMensTeamandWomensTeam0.5
631,2006,TotalExpensesMensTeamandMenCoedTeam,156018.0,TotalExpensesMensTeamandMenCoedTeam0.5
632,2006,TotalExpensesWomensTeamandWomenCoedTeam,134330.5,TotalExpensesWomensTeamandWomenCoedTeam0.5
633,2006,TotalExpensesMensTeamWomensTeamandCoedTeam,283773.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.5
634,2006,UNITID,211354.25,UNITID0.75
635,2006,ClassificationName,10.0,ClassificationName0.75
636,2006,SanctionCode,3.0,SanctionCode0.75
637,2006,MaleUndergraduates,2296.5,MaleUndergraduates0.75
638,2006,FemaleUndergraduates,2884.75,FemaleUndergraduates0.75
639,2006,TotalUndergraduates,5162.25,TotalUndergraduates0.75
640,2006,SportCode,2.0,SportCode0.75
641,2006,ParticipantsMensTeam,17.0,ParticipantsMensTeam0.75
642,2006,ParticipantsWomensTeam,15.0,ParticipantsWomensTeam0.75
643,2006,TotalParticipantsMensTeamMenCoedTeam,17.0,TotalParticipantsMensTeamMenCoedTeam0.75
644,2006,TotalParticipantsWomensTeamWomenCoedTeam,15.0,TotalParticipantsWomensTeamWomenCoedTeam0.75
645,2006,OperatingExpensesperParticipantMensTeam,5075.25,OperatingExpensesperParticipantMensTeam0.75
646,2006,OperatingExpensesperTeamMensTeam,76916.25,OperatingExpensesperTeamMensTeam0.75
647,2006,OperatingExpensesperParticipantWomensTeam,5016.25,OperatingExpensesperParticipantWomensTeam0.75
648,2006,OperatingExpensesperTeamWomensTeam,67444.5,OperatingExpensesperTeamWomensTeam0.75
649,2006,TotalOperatingExpensesMensTeamandWomensTeam,135615.0,TotalOperatingExpensesMensTeamandWomensTeam0.75
650,2006,RevenuesMensTeam,390226.5,RevenuesMensTeam0.75
651,2006,RevenuesWomensTeam,288446.25,RevenuesWomensTeam0.75
652,2006,TotalRevenuesForMensTeamandWomensTeam,695536.0,TotalRevenuesForMensTeamandWomensTeam0.75
653,2006,TotalRevenuesMensTeamandMenCoedTeam,387639.25,TotalRevenuesMensTeamandMenCoedTeam0.75
654,2006,TotalRevenuesWomensTeamandWomenCoedTeam,277907.5,TotalRevenuesWomensTeamandWomenCoedTeam0.75
655,2006,TotalRevenuesMensTeamWomensTeamandCoedTeam,695087.5,TotalRevenuesMensTeamWomensTeamandCoedTeam0.75
656,2006,ExpensesMensTeam,410375.75,ExpensesMensTeam0.75
657,2006,ExpensesWomensTeam,363703.5,ExpensesWomensTeam0.75
658,2006,TotalExpensesMensTeamandWomensTeam,758710.75,TotalExpensesMensTeamandWomensTeam0.75
659,2006,TotalExpensesMensTeamandMenCoedTeam,403587.75,TotalExpensesMensTeamandMenCoedTeam0.75
660,2006,TotalExpensesWomensTeamandWomenCoedTeam,352296.75,TotalExpensesWomensTeamandWomenCoedTeam0.75
661,2006,TotalExpensesMensTeamWomensTeamandCoedTeam,758710.75,TotalExpensesMensTeamWomensTeamandCoedTeam0.75
662,2006,UNITID,229173.3,UNITID0.9
663,2006,ClassificationName,13.0,ClassificationName0.9
664,2006,SanctionCode,3.0,SanctionCode0.9
665,2006,MaleUndergraduates,5097.1,MaleUndergraduates0.9
666,2006,FemaleUndergraduates,6225.700000000003,FemaleUndergraduates0.9
667,2006,TotalUndergraduates,11480.7,TotalUndergraduates0.9
668,2006,SportCode,2.0,SportCode0.9
669,2006,ParticipantsMensTeam,21.0,ParticipantsMensTeam0.9
670,2006,ParticipantsWomensTeam,18.0,ParticipantsWomensTeam0.9
671,2006,TotalParticipantsMensTeamMenCoedTeam,21.0,TotalParticipantsMensTeamMenCoedTeam0.9
672,2006,TotalParticipantsWomensTeamWomenCoedTeam,18.0,TotalParticipantsWomensTeamWomenCoedTeam0.9
673,2006,OperatingExpensesperParticipantMensTeam,18346.50000000001,OperatingExpensesperParticipantMensTeam0.9
674,2006,OperatingExpensesperTeamMensTeam,276732.0,OperatingExpensesperTeamMensTeam0.9
675,2006,OperatingExpensesperParticipantWomensTeam,13952.9,OperatingExpensesperParticipantWomensTeam0.9
676,2006,OperatingExpensesperTeamWomensTeam,203023.00000000003,OperatingExpensesperTeamWomensTeam0.9
677,2006,TotalOperatingExpensesMensTeamandWomensTeam,484938.4,TotalOperatingExpensesMensTeamandWomensTeam0.9
678,2006,RevenuesMensTeam,1243802.7,RevenuesMensTeam0.9
679,2006,RevenuesWomensTeam,648497.5,RevenuesWomensTeam0.9
680,2006,TotalRevenuesForMensTeamandWomensTeam,2087305.1999999993,TotalRevenuesForMensTeamandWomensTeam0.9
681,2006,TotalRevenuesMensTeamandMenCoedTeam,1241151.9000000001,TotalRevenuesMensTeamandMenCoedTeam0.9
682,2006,TotalRevenuesWomensTeamandWomenCoedTeam,633864.3,TotalRevenuesWomensTeamandWomenCoedTeam0.9
683,2006,TotalRevenuesMensTeamWomensTeamandCoedTeam,2085626.8000000007,TotalRevenuesMensTeamWomensTeamandCoedTeam0.9
684,2006,ExpensesMensTeam,1384373.5999999999,ExpensesMensTeam0.9
685,2006,ExpensesWomensTeam,989909.0,ExpensesWomensTeam0.9
686,2006,TotalExpensesMensTeamandWomensTeam,2333887.6000000006,TotalExpensesMensTeamandWomensTeam0.9
687,2006,TotalExpensesMensTeamandMenCoedTeam,1367072.6,TotalExpensesMensTeamandMenCoedTeam0.9
688,2006,TotalExpensesWomensTeamandWomenCoedTeam,973147.3000000003,TotalExpensesWomensTeamandWomenCoedTeam0.9
689,2006,TotalExpensesMensTeamWomensTeamandCoedTeam,2333887.6000000006,TotalExpensesMensTeamWomensTeamandCoedTeam0.9
690,2007,UNITID,123364.2,UNITID0.1
691,2007,ClassificationName,2.0,ClassificationName0.1
692,2007,SanctionCode,1.0,SanctionCode0.1
693,2007,MaleUndergraduates,293.0,MaleUndergraduates0.1
694,2007,FemaleUndergraduates,368.40000000000003,FemaleUndergraduates0.1
695,2007,TotalUndergraduates,720.4000000000001,TotalUndergraduates0.1
696,2007,SportCode,2.0,SportCode0.1
697,2007,ParticipantsMensTeam,12.0,ParticipantsMensTeam0.1
698,2007,ParticipantsWomensTeam,10.0,ParticipantsWomensTeam0.1
699,2007,TotalParticipantsMensTeamMenCoedTeam,12.0,TotalParticipantsMensTeamMenCoedTeam0.1
700,2007,TotalParticipantsWomensTeamWomenCoedTeam,10.0,TotalParticipantsWomensTeamWomenCoedTeam0.1
701,2007,OperatingExpensesperParticipantMensTeam,906.2,OperatingExpensesperParticipantMensTeam0.1
702,2007,OperatingExpensesperTeamMensTeam,14000.0,OperatingExpensesperTeamMensTeam0.1
703,2007,OperatingExpensesperParticipantWomensTeam,948.4000000000001,OperatingExpensesperParticipantWomensTeam0.1
704,2007,OperatingExpensesperTeamWomensTeam,11572.0,OperatingExpensesperTeamWomensTeam0.1
705,2007,TotalOperatingExpensesMensTeamandWomensTeam,26271.800000000003,TotalOperatingExpensesMensTeamandWomensTeam0.1
706,2007,RevenuesMensTeam,39240.0,RevenuesMensTeam0.1
707,2007,RevenuesWomensTeam,35541.100000000006,RevenuesWomensTeam0.1
708,2007,TotalRevenuesForMensTeamandWomensTeam,68522.00000000003,TotalRevenuesForMensTeamandWomensTeam0.1
709,2007,TotalRevenuesMensTeamandMenCoedTeam,35959.200000000004,TotalRevenuesMensTeamandMenCoedTeam0.1
710,2007,TotalRevenuesWomensTeamandWomenCoedTeam,29024.4,TotalRevenuesWomensTeamandWomenCoedTeam0.1
711,2007,TotalRevenuesMensTeamWomensTeamandCoedTeam,68522.00000000003,TotalRevenuesMensTeamWomensTeamandCoedTeam0.1
712,2007,ExpensesMensTeam,41165.0,ExpensesMensTeam0.1
713,2007,ExpensesWomensTeam,37322.1,ExpensesWomensTeam0.1
714,2007,TotalExpensesMensTeamandWomensTeam,73398.2,TotalExpensesMensTeamandWomensTeam0.1
715,2007,TotalExpensesMensTeamandMenCoedTeam,37116.200000000004,TotalExpensesMensTeamandMenCoedTeam0.1
716,2007,TotalExpensesWomensTeamandWomenCoedTeam,31107.600000000002,TotalExpensesWomensTeamandWomenCoedTeam0.1
717,2007,TotalExpensesMensTeamWomensTeamandCoedTeam,73398.2,TotalExpensesMensTeamWomensTeamandCoedTeam0.1
718,2007,UNITID,150286.0,UNITID0.25
719,2007,ClassificationName,4.0,ClassificationName0.25
720,2007,SanctionCode,1.0,SanctionCode0.25
721,2007,MaleUndergraduates,499.5,MaleUndergraduates0.25
722,2007,FemaleUndergraduates,679.0,FemaleUndergraduates0.25
723,2007,TotalUndergraduates,1186.5,TotalUndergraduates0.25
724,2007,SportCode,2.0,SportCode0.25
725,2007,ParticipantsMensTeam,14.0,ParticipantsMensTeam0.25
726,2007,ParticipantsWomensTeam,12.0,ParticipantsWomensTeam0.25
727,2007,TotalParticipantsMensTeamMenCoedTeam,13.0,TotalParticipantsMensTeamMenCoedTeam0.25
728,2007,TotalParticipantsWomensTeamWomenCoedTeam,12.0,TotalParticipantsWomensTeamWomenCoedTeam0.25
729,2007,OperatingExpensesperParticipantMensTeam,1428.0,OperatingExpensesperParticipantMensTeam0.25
730,2007,OperatingExpensesperTeamMensTeam,23688.0,OperatingExpensesperTeamMensTeam0.25
731,2007,OperatingExpensesperParticipantWomensTeam,1542.5,OperatingExpensesperParticipantWomensTeam0.25
732,2007,OperatingExpensesperTeamWomensTeam,21232.0,OperatingExpensesperTeamWomensTeam0.25
733,2007,TotalOperatingExpensesMensTeamandWomensTeam,45963.0,TotalOperatingExpensesMensTeamandWomensTeam0.25
734,2007,RevenuesMensTeam,82241.25,RevenuesMensTeam0.25
735,2007,RevenuesWomensTeam,75081.75,RevenuesWomensTeam0.25
736,2007,TotalRevenuesForMensTeamandWomensTeam,151944.5,TotalRevenuesForMensTeamandWomensTeam0.25
737,2007,TotalRevenuesMensTeamandMenCoedTeam,78103.0,TotalRevenuesMensTeamandMenCoedTeam0.25
738,2007,TotalRevenuesWomensTeamandWomenCoedTeam,69340.5,TotalRevenuesWomensTeamandWomenCoedTeam0.25
739,2007,TotalRevenuesMensTeamWomensTeamandCoedTeam,151944.5,TotalRevenuesMensTeamWomensTeamandCoedTeam0.25
740,2007,ExpensesMensTeam,83617.0,ExpensesMensTeam0.25
741,2007,ExpensesWomensTeam,76223.0,ExpensesWomensTeam0.25
742,2007,TotalExpensesMensTeamandWomensTeam,153011.0,TotalExpensesMensTeamandWomensTeam0.25
743,2007,TotalExpensesMensTeamandMenCoedTeam,80211.5,TotalExpensesMensTeamandMenCoedTeam0.25
744,2007,TotalExpensesWomensTeamandWomenCoedTeam,70739.5,TotalExpensesWomensTeamandWomenCoedTeam0.25
745,2007,TotalExpensesMensTeamWomensTeamandCoedTeam,153011.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.25
746,2007,UNITID,179557.0,UNITID0.5
747,2007,ClassificationName,7.0,ClassificationName0.5
748,2007,SanctionCode,1.0,SanctionCode0.5
749,2007,MaleUndergraduates,944.0,MaleUndergraduates0.5
750,2007,FemaleUndergraduates,1264.0,FemaleUndergraduates0.5
751,2007,TotalUndergraduates,2215.0,TotalUndergraduates0.5
752,2007,SportCode,2.0,SportCode0.5
753,2007,ParticipantsMensTeam,15.0,ParticipantsMensTeam0.5
754,2007,ParticipantsWomensTeam,14.0,ParticipantsWomensTeam0.5
755,2007,TotalParticipantsMensTeamMenCoedTeam,15.0,TotalParticipantsMensTeamMenCoedTeam0.5
756,2007,TotalParticipantsWomensTeamWomenCoedTeam,14.0,TotalParticipantsWomensTeamWomenCoedTeam0.5
757,2007,OperatingExpensesperParticipantMensTeam,2427.0,OperatingExpensesperParticipantMensTeam0.5
758,2007,OperatingExpensesperTeamMensTeam,39057.0,OperatingExpensesperTeamMensTeam0.5
759,2007,OperatingExpensesperParticipantWomensTeam,2465.0,OperatingExpensesperParticipantWomensTeam0.5
760,2007,OperatingExpensesperTeamWomensTeam,34274.0,OperatingExpensesperTeamWomensTeam0.5
761,2007,TotalOperatingExpensesMensTeamandWomensTeam,73742.0,TotalOperatingExpensesMensTeamandWomensTeam0.5
762,2007,RevenuesMensTeam,167102.5,RevenuesMensTeam0.5
763,2007,RevenuesWomensTeam,141209.5,RevenuesWomensTeam0.5
764,2007,TotalRevenuesForMensTeamandWomensTeam,300000.0,TotalRevenuesForMensTeamandWomensTeam0.5
765,2007,TotalRevenuesMensTeamandMenCoedTeam,162818.0,TotalRevenuesMensTeamandMenCoedTeam0.5
766,2007,TotalRevenuesWomensTeamandWomenCoedTeam,134902.0,TotalRevenuesWomensTeamandWomenCoedTeam0.5
767,2007,TotalRevenuesMensTeamWomensTeamandCoedTeam,300000.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.5
768,2007,ExpensesMensTeam,175755.5,ExpensesMensTeam0.5
769,2007,ExpensesWomensTeam,151922.0,ExpensesWomensTeam0.5
770,2007,TotalExpensesMensTeamandWomensTeam,311079.0,TotalExpensesMensTeamandWomensTeam0.5
771,2007,TotalExpensesMensTeamandMenCoedTeam,169792.0,TotalExpensesMensTeamandMenCoedTeam0.5
772,2007,TotalExpensesWomensTeamandWomenCoedTeam,144305.0,TotalExpensesWomensTeamandWomenCoedTeam0.5
773,2007,TotalExpensesMensTeamWomensTeamandCoedTeam,311079.0,TotalExpensesMensTeamWomensTeamandCoedTeam0.5
774,2007,UNITID,211613.5,UNITID0.75
775,2007,ClassificationName,10.0,ClassificationName0.75
776,2007,SanctionCode,3.0,SanctionCode0.75
777,2007,MaleUndergraduates,2223.5,MaleUndergraduates0.75
778,2007,FemaleUndergraduates,2754.5,FemaleUndergraduates0.75
779,2007,TotalUndergraduates,4913.5,TotalUndergraduates0.75
780,2007,SportCode,2.0,SportCode0.75
781,2007,ParticipantsMensTeam,17.0,ParticipantsMensTeam0.75
782,2007,ParticipantsWomensTeam,16.0,ParticipantsWomensTeam0.75
783,2007,TotalParticipantsMensTeamMenCoedTeam,17.0,TotalParticipantsMensTeamMenCoedTeam0.75
784,2007,TotalParticipantsWomensTeamWomenCoedTeam,15.0,TotalParticipantsWomensTeamWomenCoedTeam0.75
785,2007,OperatingExpensesperParticipantMensTeam,5045.0,OperatingExpensesperParticipantMensTeam0.75
786,2007,OperatingExpensesperTeamMensTeam,76881.5,OperatingExpensesperTeamMensTeam0.75
787,2007,OperatingExpensesperParticipantWomensTeam,4993.5,OperatingExpensesperParticipantWomensTeam0.75
788,2007,OperatingExpensesperTeamWomensTeam,67967.0,OperatingExpensesperTeamWomensTeam0.75
789,2007,TotalOperatingExpensesMensTeamandWomensTeam,143510.5,TotalOperatingExpensesMensTeamandWomensTeam0.75
790,2007,RevenuesMensTeam,418437.75,RevenuesMensTeam0.75
791,2007,RevenuesWomensTeam,324481.0,RevenuesWomensTeam0.75
792,2007,TotalRevenuesForMensTeamandWomensTeam,739419.5,TotalRevenuesForMensTeamandWomensTeam0.75
793,2007,TotalRevenuesMensTeamandMenCoedTeam,411931.5,TotalRevenuesMensTeamandMenCoedTeam0.75
794,2007,TotalRevenuesWomensTeamandWomenCoedTeam,316991.0,TotalRevenuesWomensTeamandWomenCoedTeam0.75
795,2007,TotalRevenuesMensTeamWomensTeamandCoedTeam,739419.5,TotalRevenuesMensTeamWomensTeamandCoedTeam0.75
796,2007,ExpensesMensTeam,444885.25,ExpensesMensTeam0.75
797,2007,ExpensesWomensTeam,388357.5,ExpensesWomensTeam0.75
798,2007,TotalExpensesMensTeamandWomensTeam,799624.5,TotalExpensesMensTeamandWomensTeam0.75
799,2007,TotalExpensesMensTeamandMenCoedTeam,435526.0,TotalExpensesMensTeamandMenCoedTeam0.75
800,2007,TotalExpensesWomensTeamandWomenCoedTeam,372676.0,TotalExpensesWomensTeamandWomenCoedTeam0.75
801,2007,TotalExpensesMensTeamWomensTeamandCoedTeam,799624.5,TotalExpensesMensTeamWomensTeamandCoedTeam0.75
802,2007,UNITID,229337.4,UNITID0.9
803,2007,ClassificationName,13.0,ClassificationName0.9
804,2007,SanctionCode,3.0,SanctionCode0.9
805,2007,MaleUndergraduates,4816.999999999999,MaleUndergraduates0.9
806,2007,FemaleUndergraduates,5861.999999999999,FemaleUndergraduates0.9
807,2007,TotalUndergraduates,10513.799999999994,TotalUndergraduates0.9
808,2007,SportCode,2.0,SportCode0.9
809,2007,ParticipantsMensTeam,21.0,ParticipantsMensTeam0.9
810,2007,ParticipantsWomensTeam,18.0,ParticipantsWomensTeam0.9
811,2007,TotalParticipantsMensTeamMenCoedTeam,20.0,TotalParticipantsMensTeamMenCoedTeam0.9
812,2007,TotalParticipantsWomensTeamWomenCoedTeam,18.0,TotalParticipantsWomensTeamWomenCoedTeam0.9
813,2007,OperatingExpensesperParticipantMensTeam,18807.0,OperatingExpensesperParticipantMensTeam0.9
814,2007,OperatingExpensesperTeamMensTeam,278457.5999999999,OperatingExpensesperTeamMensTeam0.9
815,2007,OperatingExpensesperParticipantWomensTeam,13535.399999999998,OperatingExpensesperParticipantWomensTeam0.9
816,2007,OperatingExpensesperTeamWomensTeam,190904.39999999997,OperatingExpensesperTeamWomensTeam0.9
817,2007,TotalOperatingExpensesMensTeamandWomensTeam,466704.99999999994,TotalOperatingExpensesMensTeamandWomensTeam0.9
818,2007,RevenuesMensTeam,1376228.0,RevenuesMensTeam0.9
819,2007,RevenuesWomensTeam,746849.5000000001,RevenuesWomensTeam0.9
820,2007,TotalRevenuesForMensTeamandWomensTeam,2268605.599999999,TotalRevenuesForMensTeamandWomensTeam0.9
821,2007,TotalRevenuesMensTeamandMenCoedTeam,1367462.4,TotalRevenuesMensTeamandMenCoedTeam0.9
822,2007,TotalRevenuesWomensTeamandWomenCoedTeam,730621.1999999997,TotalRevenuesWomensTeamandWomenCoedTeam0.9
823,2007,TotalRevenuesMensTeamWomensTeamandCoedTeam,2268605.599999999,TotalRevenuesMensTeamWomensTeamandCoedTeam0.9
824,2007,ExpensesMensTeam,1445687.0,ExpensesMensTeam0.9
825,2007,ExpensesWomensTeam,1066283.3000000005,ExpensesWomensTeam0.9
826,2007,TotalExpensesMensTeamandWomensTeam,2488727.8,TotalExpensesMensTeamandWomensTeam0.9
827,2007,TotalExpensesMensTeamandMenCoedTeam,1431501.7999999998,TotalExpensesMensTeamandMenCoedTeam0.9
828,2007,TotalExpensesWomensTeamandWomenCoedTeam,1051706.7999999998,TotalExpensesWomensTeamandWomenCoedTeam0.9
829,2007,TotalExpensesMensTeamWomensTeamandCoedTeam,2488727.8,TotalExpensesMensTeamWomensTeamandCoedTeam0.9
830,2008,UNITID,123375.8,UNITID0.1
831,2008,ClassificationName,2.0,ClassificationName0.1
832,2008,SanctionCode,1.0,SanctionCode0.1
833,2008,MaleUndergraduates,306.0,MaleUndergraduates0.1
834,2008,FemaleUndergraduates,381.3,FemaleUndergraduates0.1
835,2008,TotalUndergraduates,722.2,TotalUndergraduates0.1
836,2008,SportCode,2.0,SportCode0.1
837,2008,ParticipantsMensTeam,12.0,ParticipantsMensTeam0.1
838,2008,ParticipantsWomensTeam,11.0,ParticipantsWomensTeam0.1
839,2008,TotalParticipantsMensTeamMenCoedTeam,12.0,TotalParticipantsMensTeamMenCoedTeam0.1
840,2008,TotalParticipantsWomensTeamWomenCoedTeam,10.0,TotalParticipantsWomensTeamWomenCoedTeam0.1
841,2008,OperatingExpensesperParticipantMensTeam,1006.8000000000001,OperatingExpensesperParticipantMensTeam0.1
842,2008,OperatingExpensesperTeamMensTeam,15630.300000000001,OperatingExpensesperTeamMensTeam0.1
843,2008,OperatingExpensesperParticipantWomensTeam,967.3,OperatingExpensesperParticipantWomensTeam0.1
844,2008,OperatingExpensesperTeamWomensTeam,12076.9,OperatingExpensesperTeamWomensTeam0.1
845,2008,TotalOperatingExpensesMensTeamandWomensTeam,28544.000000000004,TotalOperatingExpensesMensTeamandWomensTeam0.1
846,2008,RevenuesMensTeam,42355.5,RevenuesMensTeam0.1
847,2008,RevenuesWomensTeam,39371.3,RevenuesWomensTeam0.1
848,2008,TotalRevenuesForMensTeamandWomensTeam,74710.0,TotalRevenuesForMensTeamandWomensTeam0.1
849,2008,TotalRevenuesMensTeamandMenCoedTeam,39489.9,TotalRevenuesMensTeamandMenCoedTeam0.1
850,2008,TotalRevenuesWomensTeamandWomenCoedTeam,29823.600000000002,TotalRevenuesWomensTeamandWomenCoedTeam0.1
851,2008,TotalRevenuesMensTeamWomensTeamandCoedTeam,74710.0,TotalRevenuesMensTeamWomensTeamandCoedTeam0.1
852,2008,ExpensesMensTeam,42883.2,ExpensesMensTeam0.1
853,2008,ExpensesWomensTeam,40470.600000000006,ExpensesWomensTeam0.1
854,2008,TotalExpensesMensTeamandWomensTeam,74729.80000000002,TotalExpensesMensTeamandWomensTeam0.1
855,2008,TotalExpensesMensTeamandMenCoedTeam,39170.700000000004,TotalExpensesMensTeamandMenCoedTeam0.1
856,2008,TotalExpensesWomensTeamandWomenCoedTeam,30464.400000000005,TotalExpensesWomensTeamandWomenCoedTeam0.1
857,2008,TotalExpensesMensTeamWomensTeamandCoedTeam,74729.80000000002,TotalExpensesMensTeamWomensTeamandCoedTeam0.1
858,2008,UNITID,150229.0,UNITID0.25
859,2008,ClassificationName,4.0,ClassificationName0.25
860,2008,SanctionCode,1.0,SanctionCode0.25
861,2008,MaleUndergraduates,507.0,MaleUndergraduates0.25
862,2008,FemaleUndergraduates,690.0,FemaleUndergraduates0.25
863,2008,TotalUndergraduates,1229.25,TotalUndergraduates0.25
864,2008,SportCode,2.0,SportCode0.25
865,2008,ParticipantsMensTeam,14.0,ParticipantsMensTeam0.25
866,2008,ParticipantsWomensTeam,12.0,ParticipantsWomensTeam0.25
867,2008,TotalParticipantsMensTeamMenCoedTeam,14.0,TotalParticipantsMensTeamMenCoedTeam0.25
868,2008,TotalParticipantsWomensTeamWomenCoedTeam,12.0,TotalParticipantsWomensTeamWomenCoedTeam0.25
869,2008,OperatingExpensesperParticipantMensTeam,1523.25,OperatingExpensesperParticipantMensTeam0.25
870,2008,OperatingExpensesperTeamMensTeam,24992.5,OperatingExpensesperTeamMensTeam0.25
871,2008,OperatingExpensesperParticipantWomensTeam,1597.25,OperatingExpensesperParticipantWomensTeam0.25
872,2008,OperatingExpensesperTeamWomensTeam,21583.25,OperatingExpensesperTeamWomensTeam0.25
873,2008,TotalOperatingExpensesMensTeamandWomensTeam,47425.0,TotalOperatingExpensesMensTeamandWomensTeam0.25
874,2008,RevenuesMensTeam,89229.75,RevenuesMensTeam0.25
875,2008,RevenuesWomensTeam,81498.25,RevenuesWomensTeam0.25
876,2008,TotalRevenuesForMensTeamandWomensTeam,162813.75,TotalRevenuesForMensTeamandWomensTeam0.25
